Account	Name	StNum	StName	City	State	Zip	Phone	PermitTypes	Expiration	FacilityType	District	Risk	Employees	Score	InspectionDate	StartTime	EndTime	ActivityType	InspectorID	InspectorName	SiteCount
951358	GIANT $	125	" ""LITTLE YORK"""	" ""HOUSTON"""	" ""TX"""	" ""77076"""		F	2/20/2014	(100) Convenience Grocery - Packaged	305	1	3	1	2/14/2013	5:20 PM	6:20 PM	Routine Inspection (001)	RLR1	Remonda Robinson	0	
951362	DOLLAR GENERAL #1751	9411	" ""KEMPWOOD"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""		F	2/21/2014	(100) Convenience Grocery - Packaged	307	1	7	1	2/6/2013	3:25 PM	3:50 PM	Routine Inspection (001)	PIC1	Paul Chen	0	
951371	ZIP 'N FOOD STORE	85	" ""EDGEBROOK"""	" ""HOUSTON"""	" ""TX"""	" ""77034"""		"F,D"	2/21/2014	(002) Restaurant - Single Service	107	2	2	2	1/16/2013	7:40 AM	8:25 AM	Routine Inspection (001)	JCR1	Joseph Raia	0	
951387	DELTA FOOD STORE	9803	" ""KIRKWOOD"""	" ""HOUSTON"""	" ""TX"""	" ""77099"""		"F,D"	2/27/2014	(101) Convenience Grocery - Open foods	203	2	3	1	2/21/2013	8:45 AM	9:15 AM	Routine Inspection (001)	ADS1	Argemiro Sierra	1	
951391	BASKIN ROBBINS	1634	" ""GESSNER"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""		"F,G"	3/2/2014	(002) Restaurant - Single Service	307	1	6	1	3/5/2013	11:30 AM	11:40 AM	Routine Inspection (001)	PIC1	Paul Chen	2	
951398	T & T FOOD MART	4005	" ""HOLLISTER"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""		"F,G"	12/1/2013	(002) Restaurant - Single Service	307	3	8	2	3/4/2013	3:15 PM	3:55 PM	Routine Inspection (001)	PIC1	Paul Chen	2	
951406	KAMHO	9947	" ""HARWIN"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		F	3/1/2014	(151) Warehouses +A85	507	1	2	1	1/17/2013	2:25 PM	3:15 PM	Routine Inspection (001)	SLA1	Sandy Andorka	0	
951412	UNIVERSITY SHELL & BLIMPIE	3505	" ""GULF"""	" ""HOUSTON"""	" ""TX"""	" ""77003"""	(713) 224-0533	"F,D,G"	3/3/2014	(002) Restaurant - Single Service	101	2	5	5	4/23/2013	7:25 AM	7:55 AM	Routine Inspection (001)	JTD1	Jay Dunn	4	
951418	STAR MEAT COMPANY	5427	" ""SHEPHERD"""	" ""HOUSTON"""	" ""TX"""	" ""77091"""		"F,G"	3/6/2014	(091) Retail Food Market - Multi Service	501	3	7	1	3/14/2013	7:00 AM	8:15 AM	Routine Inspection (001)	BTL1	Bi Le	2	
951438	ROSEMARY MART	8103	" ""HOMESTEAD"""	" ""HOUSTON"""	" ""TX"""	" ""77028"""		"F,G"	3/14/2014	(091) Retail Food Market - Multi Service	405	3	0	3	5/2/2013	9:55 AM	10:40 AM	Routine Inspection (001)	KMY1	Karen Yokooji	3	
951440	EL VOLCAN BAKERY	9453	" ""KEMPWOOD"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""		"F,G"	3/12/2014	(120) Bakery - Retail 	307	2	3	3	4/10/2013	11:20 AM	12:20 PM	Routine Inspection (001)	PIC1	Paul Chen	2	
951444	ST. VINCENT DEPAUL PANTRY	901	" ""ROSE"""	" ""HOUSTON"""	" ""TX"""	" ""77037"""		F	3/9/2014	(100) Convenience Grocery - Packaged	305	1	1	1	4/2/2012	9:20 AM	10:40 AM	Routine Inspection (001)	RJL1	Rosalind LaFleur	0	
951448	PANINI RESTAURANT	711	" ""LOUISIANA"""	" ""HOUSTON"""	" ""TX"""	" ""77002"""	(713) 223-2022	"F,G"	3/13/2014	(002) Restaurant - Single Service	401	2	5	2	2/13/2013	10:50 AM	11:35 AM	Routine Inspection (001)	GAB1	Gene Bowden	2	
951472	UNITED INTERTRADE	1139	" ""BRITTMOORE"""	" ""HOUSTON"""	" ""TX"""	" ""77043"""		F	4/24/2014	(131) Commercial Food Processors - PHF	501	3	5	1	1/24/2013	11:50 AM	12:45 PM	Routine Inspection (001)	BTL1	Bi Le	2	
951478	TEXACO	8053	" ""KIRKWOOD"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		F	3/14/2014	(100) Convenience Grocery - Packaged	206	1	1	1	3/9/2013	4:30 PM	5:00 PM	Routine Inspection (001)	AXD1	Ashish Dasgupta	1	
951507	SHIPLEY DONUTS	6411	" ""MARTIN LUTHER KING"""	" ""HOUSTON"""	" ""TX"""	" ""77033"""		"F,G"	3/17/2014	(120) Bakery - Retail 	103	2	12	3	4/18/2013	2:45 PM	3:30 PM	Routine Inspection (001)	IFC1	I-Yuan Chen	2	
951518	TRANS WORLD DELI	13111	" ""NORTHWEST"""	" ""HOUSTON"""	" ""TX"""	" ""77040"""		"F,G"	3/27/2014	(002) Restaurant - Single Service	307	3	3	1	1/10/2013	10:05 AM	10:40 AM	Routine Inspection (001)	PIC1	Paul Chen	2	
951527	DOLLAR GENERAL #1840	6666	" ""ANTOINE"""	" ""HOUSTON"""	" ""TX"""	" ""77091"""		F	3/30/2014	(100) Convenience Grocery - Packaged	304	1	6	1	2/13/2013	11:50 AM	12:30 PM	Routine Inspection (001)	RJL1	Rosalind LaFleur	0	
951550	SUNDOWN SALOON	4818	" ""DACOMA"""	" ""HOUSTON"""	" ""TX"""	" ""77092"""		F	3/24/2014	(062) Bar - Full Service	303	1	9	1	3/13/2013	12:10 PM	12:30 PM	Routine Inspection (001)	DXM1	David Martinez	2	
951558	STARBUCKS COFFEE #682	7606	" ""FM 1960"""	" ""HOUSTON"""	" ""TX"""	" ""77070"""		"F,G"	4/3/2014	(001) Restaurant - Full Service	306	3	20	1	1/30/2013	9:05 AM	9:25 AM	Routine Inspection (001)	ZYW1	Zenobia Walker	2	
951566	WHATABURGER #266	3639	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77027"""		"F,D,G"	3/31/2014	(002) Restaurant - Single Service	403	2	26	1	10/1/2012	9:35 AM	10:35 AM	Routine Inspection (001)	KMY1	Karen Yokooji	2	
951569	KONG SHOU HERB CO. INC.	9600	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		F	5/29/2013	(002) Restaurant - Single Service	204	2	2	1	10/22/2012	1:20 PM	1:55 PM	Routine Inspection (001)	YYW1	Yolanda Wilkins	2	
951571	WESTRIDGE LIQUOR	2917	" ""WESTRIDGE"""	" ""HOUSTON"""	" ""TX"""	" ""77054"""		F	3/30/2014	(100) Convenience Grocery - Packaged	105	1	1	1	3/7/2013	4:50 PM	5:15 PM	Routine Inspection (001)	AXD1	Ashish Dasgupta	1	
951601	ACADEMY SPORTS & OUTDOORS #11	14500	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77077"""		F	6/28/2013	(100) Convenience Grocery - Packaged	205	1	9	1	2/6/2013	3:20 PM	3:30 PM	Routine Inspection (001)	AMF1	Abeid Fells	0	
951606	AFRICAN FARMS	12322	" ""FONDREN"""	" ""HOUSTON"""	" ""TX"""	" ""77035"""		"F,G"	4/7/2013	(101) Convenience Grocery - Open foods	104	2	3	1	9/12/2012	11:45 AM	12:25 PM	Routine Inspection (001)	SRL1	Sharhonda Lee	3	
951629	RANDALL'S #1061	3131	" ""HOLCOMBE"""	" ""HOUSTON"""	" ""TX"""	" ""77025"""		"F,D,G"	6/1/2013	(091) Retail Food Market - Multi Service	104	3	80	1	3/23/2013	8:00 AM	10:00 AM	Routine Inspection (001)	SRL1	Sharhonda Lee	3	
951631	OUISIE'S TABLE RESTAURANT	3939	" ""SAN FELIPE"""	" ""HOUSTON"""	" ""TX"""	" ""77027"""		"F,G"	4/10/2013	(001) Restaurant - Full Service	403	3	55	3	2/19/2013	1:15 PM	2:45 PM	Routine Inspection (001)	TXS1	Tenitra Smith	5	
951651	BERING CARE CENTER KITCHEN	1429	" ""HAWTHORNE"""	" ""HOUSTON"""	" ""TX"""	" ""77006"""		"F,G"	4/11/2014	(050) Day Care Center - Open Foods	402	3	2	1	10/18/2012	12:45 PM	1:10 PM	Routine Inspection (001)	DTN1	Denise Nguyen	2	
951652	STOP IN FOOD STORE	12291	" ""DAIRY ASHFORD"""	" ""HOUSTON"""	" ""TX"""	" ""77099"""		"F,D"	4/12/2014	(002) Restaurant - Single Service	203	2	3	1	2/8/2013	8:40 AM	9:30 AM	Routine Inspection (001)	ADS1	Argemiro Sierra	0	
951697	LAMAR H.S. PTA SNACK BAR	3325	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77098"""		"F,G"	4/19/2014	(002) Restaurant - Single Service	403	1	2	1	4/9/2012	10:50 AM	11:35 AM	Routine Inspection (001)	AMF1	Abeid Fells	2	
951721	YAPA KITCHEN FRESH TAKE-AWAY	3173	" ""HOLCOMBE"""	" ""HOUSTON"""	" ""TX"""	" ""77025"""		"F,G"	4/24/2013	(001) Restaurant - Full Service	104	3	12	5	1/3/2013	10:30 AM	11:30 AM	Routine Inspection (001)	SRL1	Sharhonda Lee	2	
951728	PARTY CITY	9525	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77063"""		F	4/24/2014	(100) Convenience Grocery - Packaged	207	1	30	1	3/1/2013	2:50 PM	3:20 PM	Routine Inspection (001)	MXR1	Marja Ramsey	1	
951729	LA DAN CAFE	5175	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77056"""		"F,D,G"	4/27/2014	(002) Restaurant - Single Service	201	1	3	1	1/31/2013	10:20 AM	11:10 AM	Routine Inspection (001)	JSE1	John Echols	2	
951731	TASSO'S BAR	5510	" ""RIDGECREEK"""	" ""HOUSTON"""	" ""TX"""	" ""77053"""		F	4/24/2014	(062) Bar - Full Service	105	1	1	1	3/8/2012	2:00 PM	2:50 PM	Routine Inspection (001)	IFC1	I-Yuan Chen	1	
951742	MARSHALL'S #587	550	" ""MEYERLAND PLAZA"""	" ""HOUSTON"""	" ""TX"""	" ""77096"""		F	8/25/2013	(100) Convenience Grocery - Packaged	104	1	15	1	1/24/2013	11:00 AM	12:15 PM	Routine Inspection (001)	SRL1	Sharhonda Lee	0	
951755	HARWIN SHELL	11398	" ""HARWIN"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		"F,D,G"	4/26/2014	(002) Restaurant - Single Service	206	1	3	2	10/5/2012	11:20 AM	11:45 AM	Routine Inspection (001)	EJI1	Essien Isong	2	
951781	WALGREENS  #03400	9150	" ""DAIRY ASHFORD"""	" ""HOUSTON"""	" ""TX"""	" ""77099"""	(281) 498-3734	F	6/29/2013	(100) Convenience Grocery - Packaged	203	1	9	1	2/27/2013	9:45 AM	10:30 AM	Routine Inspection (001)	ADS1	Argemiro Sierra	1	
951788	CHICKEN N CHUNG	7702	" ""MONTGOMERY"""	" ""HOUSTON"""	" ""TX"""	" ""77088"""		"F,G"	5/3/2014	(002) Restaurant - Single Service	306	2	4	3	4/24/2013	11:35 AM	12:30 PM	Routine Inspection (001)	ZYW1	Zenobia Walker	2	
951803	GET N SAVE	1959	" ""GESSNER"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""		F	4/24/2014	(002) Restaurant - Single Service	307	1	1	2	10/8/2012	10:05 AM	10:40 AM	Routine Inspection (001)	PIC1	Paul Chen	1	
951812	TOWN & COUNTRY CHEVRON	12860	" ""MEMORIAL"""	" ""HOUSTON"""	" ""TX"""	" ""77024"""		"F,D,G"	5/5/2014	(002) Restaurant - Single Service	302	2	5	1	4/30/2013	9:25 AM	10:00 AM	Routine Inspection (001)	VLT1	Vakeshia Taylor	2	
951817	KID'S LAND	3921	" ""ENGLEWOOD"""	" ""HOUSTON"""	" ""TX"""	" ""77026"""		"F,G"	5/22/2013	(050) Day Care Center - Open Foods	405	3	5	1	4/15/2013	10:35 AM	11:05 AM	Routine Inspection (001)	KMY1	Karen Yokooji	3	
951821	HEB WAREHOUSE	4625	" ""WINDFERN"""	" ""HOUSTON"""	" ""TX"""	" ""77041"""		"F,G"	6/23/2013	(151) Warehouses +A85	507	1	101	1	7/31/2012	9:25 AM	11:25 AM	Routine Inspection (001)	SLA1	Sandy Andorka	12	
951826	ROZ HOUSE	11901	" ""MEADOWPASS"""	" ""HOUSTON"""	" ""TX"""	" ""77076"""		F	5/8/2012	(044) Halfway Houses	109	2	2	5	11/8/2011	10:50 AM	12:20 PM	Routine Inspection (001)	MRW1	Marcia Washington	0	
951838	LAKESIDE COUNTRY CLUB	100	" ""WILCREST"""	" ""HOUSTON"""	" ""TX"""	" ""77042"""		"F,D,G"	4/12/2014	(001) Restaurant - Full Service	207	3	150	2	4/19/2013	2:25 PM	4:00 PM	Routine Inspection (001)	MXR1	Marja Ramsey	4	
951862	CREATIVE SANDWICH SHOP	6100	" ""HILLCROFT"""	" ""HOUSTON"""	" ""TX"""	" ""77081"""		"F,G"	5/15/2013	(002) Restaurant - Single Service	201	2	2	1	3/12/2013	8:15 AM	8:40 AM	Routine Inspection (001)	JSE1	John Echols	2	
951866	EL PUPUSATON RESTAURANT #2	2000	" ""WIRT"""	" ""HOUSTON"""	" ""TX"""	" ""77055"""		"F,G"	5/15/2013	(001) Restaurant - Full Service	302	3	5	3	4/22/2013	1:05 PM	1:45 PM	Routine Inspection (001)	VLT1	Vakeshia Taylor	2	
951875	SCARBOROUGH HS PTSA SNACK BAR	4141	" ""COSTA RICA"""	" ""HOUSTON"""	" ""TX"""	" ""77092"""		F	5/16/2013	(002) Restaurant - Single Service	303	1	9	1	2/28/2013	10:30 AM	10:45 AM	Routine Inspection (001)	DXM1	David Martinez	0	
951876	STOVALL ELEMENTARY PTA SNK. BAR	3025	" ""ELLINGTON"""	" ""HOUSTON"""	" ""TX"""	" ""77088"""		F	5/17/2013	(002) Restaurant - Single Service	306	2	1	1	4/4/2013	10:10 AM	10:20 AM	Routine Inspection (001)	ZYW1	Zenobia Walker	0	
951880	KENTUCKY FRIED CHICKEN  - Y343291	7904	" ""LONG POINT"""	" ""HOUSTON"""	" ""TX"""	" ""77055"""		"F,D,G"	5/20/2013	(002) Restaurant - Single Service	302	2	21	1	1/14/2013	11:00 AM	11:50 AM	Routine Inspection (001)	VLT1	Vakeshia Taylor	2	
951884	MAYO TEXACO	4916	" ""KELLEY"""	" ""HOUSTON"""	" ""TX"""	" ""77026"""		F	5/18/2014	(100) Convenience Grocery - Packaged	405	1	2	1	1/29/2013	8:20 AM	8:35 AM	Routine Inspection (001)	KMY1	Karen Yokooji	0	
951888	MEMORIAL CONVENIENCE STORE	12699	" ""MEMORIAL"""	" ""HOUSTON"""	" ""TX"""	" ""77024"""		"F,G"	5/21/2013	(002) Restaurant - Single Service	302	2	2	1	10/10/2012	9:15 AM	9:45 AM	Routine Inspection (001)	VLT1	Vakeshia Taylor	2	
951890	TEXAS ORTHOPEDIC HOSPITAL	7401	" ""MAIN"""	" ""HOUSTON"""	" ""TX"""	" ""77030"""	(713) 383-5327	"F,G"	5/1/2014	(040) Hospitals	505	3	20	1	2/12/2013	9:10 AM	1:45 PM	Routine Inspection (001)	CPY1	Ching-Ping Yang	9	
951900	J&T'S LIQUOR	9115	" ""SCOTT"""	" ""HOUSTON"""	" ""TX"""	" ""77051"""		F	5/22/2013	(100) Convenience Grocery - Packaged	105	1	3	2	2/1/2013	11:40 AM	12:15 PM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	1	
951916	CASTRO CHEESE COMPANY	4022	" ""CAMPBELL"""	" ""HOUSTON"""	" ""TX"""	" ""77080"""		"F,G"	6/11/2013	(131) Commercial Food Processors - PHF	501	3	25	1	3/21/2013	9:00 AM	9:45 AM	Routine Inspection (001)	BTL1	Bi Le	2	
951918	CAPITAL SALES [R]	4663	" ""TELEPHONE"""	" ""HOUSTON"""	" ""TX"""	" ""77087"""		F	5/24/2014	(151) Warehouses +A85	507	1	6	1	11/20/2012	12:00 PM	12:30 PM	Routine Inspection (001)	SDW1	Sheila Washington	0	
951919	ST. MARY'S UNITED METHODIST	6731	" ""SCOTT"""	" ""HOUSTON"""	" ""TX"""	" ""77021"""		"F,G"	5/24/2013	(001) Restaurant - Full Service	103	2	2	1	9/12/2012	1:10 PM	1:45 PM	Routine Inspection (001)	IFC1	I-Yuan Chen	2	
951921	YONG'S BAKERY	14583	" ""MAIN"""	" ""HOUSTON"""	" ""TX"""	" ""77035"""		"F,G"	5/24/2014	(120) Bakery - Retail 	104	2	2	1	3/6/2013	8:05 AM	8:35 AM	Routine Inspection (001)	IFC1	I-Yuan Chen	2	
951926	WAYNE FOOD STORE	9210	" ""MONTGOMERY"""	" ""HOUSTON"""	" ""TX"""	" ""77088"""		"F,G"	6/1/2013	(091) Retail Food Market - Multi Service	306	3	3	1	2/13/2013	10:05 AM	10:30 AM	Routine Inspection (001)	ZYW1	Zenobia Walker	2	
951940	STARBUCKS COFFEE #687	2029	" ""GRAY"""	" ""HOUSTON"""	" ""TX"""	" ""77019"""		"F,G"	6/1/2013	(002) Restaurant - Single Service	402	2	15	1	1/30/2013	2:05 PM	2:25 PM	Routine Inspection (001)	DTN1	Denise Nguyen	3	
951964	JOYCE'S OYSTER RESORT	6415	" ""SAN FELIPE"""	" ""HOUSTON"""	" ""TX"""	" ""77057"""		"F,G"	6/1/2013	(001) Restaurant - Full Service	202	3	15	1	11/2/2012	3:20 PM	4:15 PM	Routine Inspection (001)	JBB1	Jerry Bradshaw	2	
951965	KAY'S KAFE	650	" ""SAM HOUSTON"""	" ""HOUSTON"""	" ""TX"""	" ""77060"""		"F,G"	6/1/2013	(002) Restaurant - Single Service	406	2	2	1	9/12/2012	12:20 PM	12:50 PM	Routine Inspection (001)	GXL1	Gary Lee	3	
951967	MAY CHIEU CAFE	12313	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		"F,G"	6/1/2013	(001) Restaurant - Full Service	206	1	2	1	2/25/2013	12:10 PM	12:25 PM	Routine Inspection (001)	AMF1	Abeid Fells	2	
951993	GENERAL NUTRITION CENTER #5188	8142	" ""KIRBY"""	" ""HOUSTON"""	" ""TX"""	" ""77054"""		F	10/17/2013	(100) Convenience Grocery - Packaged	105	1	4	2	1/29/2013	12:20 PM	12:35 PM	Routine Inspection (001)	MXS1	Mastaneh Sarraf	1	
952015	JOE'S CRAB SHACK	12400	" ""GULF FREEWAY"""	" ""HOUSTON"""	" ""TX"""	" ""77034"""		"F,G"	6/17/2013	(001) Restaurant - Full Service	107	3	45	1	12/18/2012	7:45 AM	9:15 AM	Routine Inspection (001)	JCR1	Joseph Raia	4	
952037	PAPA JOHNS PIZZA #412	3026	" ""CHIMNEY ROCK"""	" ""HOUSTON"""	" ""TX"""	" ""77056"""		"F,G"	6/30/2013	(002) Restaurant - Single Service	201	2	25	1	5/1/2013	1:30 PM	1:40 PM	Routine Inspection (001)	JSE1	John Echols	2	
952042	DOWNTOWN SHELL/SUBWAY	2003	" ""PEASE"""	" ""HOUSTON"""	" ""TX"""	" ""77003"""		"F,G"	6/25/2013	(002) Restaurant - Single Service	401	2	6	2	2/19/2013	3:30 PM	4:30 PM	Routine Inspection (001)	GAB1	Gene Bowden	4	
952043	WALGREENS  #3198	7634	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		F	6/29/2013	(100) Convenience Grocery - Packaged	204	1	30	1	2/28/2013	8:10 AM	8:45 AM	Routine Inspection (001)	YYW1	Yolanda Wilkins	1	
952045	CRYSTAL D PURE WATER	8200	" ""WILCREST"""	" ""HOUSTON"""	" ""TX"""	" ""77072"""		F	6/19/2013	(002) Restaurant - Single Service	206	1	2	1	7/16/2012	12:25 PM	12:45 PM	Routine Inspection (001)	MRW1	Marcia Washington	1	
952047	LA MEXICANA PALETAS	93	" ""DE BOLL"""	" ""HOUSTON"""	" ""TX"""	" ""77022"""		F	6/20/2013	(131) Commercial Food Processors - PHF	502	1	2	1	7/3/2012	11:00 AM	11:45 AM	Routine Inspection (001)	SDW1	Sheila Washington	0	
952057	SAMARITAN OF AMERICAN MED./SYS	8800	" ""MAIN"""	" ""HOUSTON"""	" ""TX"""	" ""77025"""		"F,G"	7/1/2013	(042) Assisted Living Centers	104	2	1	1	4/10/2013	10:45 AM	11:00 AM	Routine Inspection (001)	SRL1	Sharhonda Lee	2	
952063	ROYAL SOLARIS RECEPTION HALL	925	" ""TIDWELL"""	" ""HOUSTON"""	" ""TX"""	" ""77022"""		"F,G"	6/22/2013	(002) Restaurant - Single Service	305	2	2	1	1/24/2013	11:30 AM	12:15 PM	Routine Inspection (001)	RLR1	Remonda Robinson	2	
960003	TAQUERIA HUETAMO	210	" ""ALDINE BENDER"""	" ""HOUSTON"""	" ""TX"""	" ""77060"""	(281) 999-4149	"F,G"	7/3/2013	(001) Restaurant - Full Service	406	3	3	2	4/9/2013	8:45 AM	9:15 AM	Routine Inspection (001)	GXL1	Gary Lee	3	
960020	BEST DISCOUNT LIQUOR STORE	7702	" ""JENSEN"""	" ""HOUSTON"""	" ""TX"""	" ""77093"""		F	7/13/2013	(100) Convenience Grocery - Packaged	406	1	2	1	2/14/2013	12:55 PM	1:05 PM	Routine Inspection (001)	GXL1	Gary Lee	1	
960036	HALL'S SHIP SUPPLY [R]	4444	" ""NAVIGATION"""	" ""HOUSTON"""	" ""TX"""	" ""77020"""		F	7/7/2013	(151) Warehouses +A85	507	1	10	1	4/10/2013	10:00 AM	10:25 AM	Routine Inspection (001)	SLA1	Sandy Andorka	0	
960059	S.E.A.R.C.H. SHELTER	2505	" ""FANNIN"""	" ""HOUSTON"""	" ""TX"""	" ""77002"""	(713) 276-3060	"F,G"	7/13/2013	(044) Halfway Houses	109	3	3	2	4/11/2013	3:50 PM	4:10 PM	Routine Inspection (001)	JBB1	Jerry Bradshaw	3	
960067	BERING DRIVE CHRISTIAN CHURCH (DAY CARE)	1910	" ""BERING"""	" ""HOUSTON"""	" ""TX"""	" ""77057"""		F	8/21/2013	(100) Convenience Grocery - Packaged	202	3	15	1	3/19/2013	8:30 AM	9:00 AM	Routine Inspection (001)	JBB1	Jerry Bradshaw	2	
960088	PAPPAS BROS. STEAK HOUSE	5839	" ""WESTHEIMER"""	" ""HOUSTON"""	" ""TX"""	" ""77056"""		"F,G"	7/20/2013	(001) Restaurant - Full Service	202	3	100	1	12/14/2012	10:30 AM	11:25 AM	Routine Inspection (001)	JBB1	Jerry Bradshaw	4	
960100	SUNNY'S	9715	" ""STELLA LINK"""	" ""HOUSTON"""	" ""TX"""	" ""77025"""		"F,D,G"	8/1/2013	(002) Restaurant - Single Service	104	2	4	1	2/9/2013	2:45 PM	3:10 PM	Routine Inspection (001)	SRL1	Sharhonda Lee	2	
960106	HWY 3 NITE CLUB	4823	" ""OLD GALVESTON"""	" ""HOUSTON"""	" ""TX"""	" ""77017"""		F	7/27/2013	(062) Bar - Full Service	102	1	2	5	4/4/2013	6:25 PM	6:50 PM	Routine Inspection (001)	MRW1	Marcia Washington	1	
960125	JAX GRILL	1613	" ""SHEPHERD"""	" ""HOUSTON"""	" ""TX"""	" ""77007"""		"F,G"	7/26/2013	(001) Restaurant - Full Service	301	3	40	1	5/2/2013	8:55 AM	10:10 AM	Routine Inspection (001)	JXM1	Javier Mora	2	
960126	HANDI STOP #24	10490	" ""BELLFORT"""	" ""HOUSTON"""	" ""TX"""	" ""77031"""		"F,D,G"	8/1/2013	(002) Restaurant - Single Service	203	1	4	1	3/11/2013	7:45 AM	7:50 AM	Routine Inspection (001)	CYH1	Chsun-Yi Hsu	2	
960129	MICHAEL'S #9444	3904	" ""BISSONNET"""	" ""HOUSTON"""	" ""TX"""	" ""77005"""		F	7/26/2013	(100) Convenience Grocery - Packaged	101	1	9	1	1/20/2013	12:15 PM	12:50 PM	Routine Inspection (001)	JTD1	Jay Dunn	0	
960143	MT. ARARAT CHILD DEVELOPMENT	5801	" ""MONTGOMERY"""	" ""HOUSTON"""	" ""TX"""	" ""77091"""		"F,G"	8/20/2013	(050) Day Care Center - Open Foods	304	3	2	2	3/1/2013	6:40 AM	7:45 AM	Routine Inspection (001)	RJL1	Rosalind LaFleur	2	
960154	NG FUNG HONG CO.	9188	" ""BELLAIRE"""	" ""HOUSTON"""	" ""TX"""	" ""77036"""		F	7/31/2013	(100) Convenience Grocery - Packaged	204	1	2	1	1/31/2013	12:00 PM	12:30 PM	Routine Inspection (001)	YYW1	Yolanda Wilkins	1	
960161	EVENTS	1966	" ""GRAY"""	" ""HOUSTON"""	" ""TX"""	" ""77019"""		F	8/2/2013	(100) Convenience Grocery - Packaged	402	1	4	1	2/14/2013	11:25 AM	11:40 AM	Routine Inspection (001)	DTN1	Denise Nguyen	0	
960163	PJ'S MINI-MART & GAS	10533	" ""EAST"""	" ""HOUSTON"""	" ""TX"""	" ""77029"""		F	8/1/2013	(101) Convenience Grocery - Open foods	404	1	3	3	3/4/2013	8:25 AM	8:55 AM	Routine Inspection (001)	KMY1	Karen Yokooji	0	
960174	METROPOLIS DISCOTHEQUE/EXTRANA	8925	" ""RICHMOND"""	" ""HOUSTON"""	" ""TX"""	" ""77063"""		F	8/9/2013	(062) Bar - Full Service	207	1	4	1	1/12/2013	9:40 AM	10:40 AM	Routine Inspection (001)	MXR1	Marja Ramsey	0	
960175	BEAMER SHELL	11055	" ""SAM HOUSTON"""	" ""HOUSTON"""	" ""TX"""	" ""77089"""		"F,G"	8/4/2013	(002) Restaurant - Single Service	106	2	4	2	3/15/2013	4:10 PM	4:40 PM	Routine Inspection (001)	LWT1	LaTerica Thomas	2	
960212	KLENTZMAN INTERMEDIATE	11100	" ""STANCLIFF"""	" ""HOUSTON"""	" ""TX"""	" ""77099"""		"F,G"	9/25/2013	(031) School Cafeteria - Intermediate / Middle / Jr. High	203	3	6	1	1/24/2013	8:15 AM	8:30 AM	Routine Inspection (001)	ADS1	Argemiro Sierra	3	
960216	STUDEMONT SHELL	3423	" ""KATY"""	" ""HOUSTON"""	" ""TX"""	" ""77007"""		"F,D"	8/10/2013	(101) Convenience Grocery - Open foods	301	1	6	1	2/27/2013	8:05 AM	8:45 AM	Routine Inspection (001)	JXM1	Javier Mora	1	
960224	CLEAR LAKE CHRISTIAN SCHOOL	14325	" ""CRESCENT LANDING"""	" ""HOUSTON"""	" ""TX"""	" ""77062"""		"F,G"	8/15/2013	(031) School Cafeteria - Intermediate / Middle / Jr. High	107	3	3	1	4/4/2013	9:25 AM	10:10 AM	Routine Inspection (001)	JCR1	Joseph Raia	4	
960247	THIEM HUNG SANDWICH	2108	" ""PEASE"""	" ""HOUSTON"""	" ""TX"""	" ""77003"""	(713) 992-8799	"F,G"	8/17/2013	(001) Restaurant - Full Service	401	3	6	1	1/22/2013	4:45 PM	5:00 PM	Routine Inspection (001)	GAB1	Gene Bowden	2	
960254	KENTUCKY FRIED CHICKEN	611	" ""LITTLE YORK"""	" ""HOUSTON"""	" ""TX"""	" ""77091"""		"F,G"	8/23/2013	(002) Restaurant - Single Service	304	2	15	1	12/6/2012	10:45 AM	11:30 AM	Routine Inspection (001)	RJL1	Rosalind LaFleur	2	
960256	STOP N BUY	3727	" ""ALABAMA"""	" ""HOUSTON"""	" ""TX"""	" ""77027"""		F	8/18/2013	(100) Convenience Grocery - Packaged	403	2	2	1	2/1/2013	7:35 AM	8:15 AM	Routine Inspection (001)	TXS1	Tenitra Smith	1	
960280	BED BATH & BEYOND	10515	" ""KATY"""	" ""HOUSTON"""	" ""TX"""	" ""77024"""		F	8/22/2013	(100) Convenience Grocery - Packaged	302	1	0	1	3/4/2013	10:35 AM	10:50 AM	Routine Inspection (001)	VLT1	Vakeshia Taylor	0	
